geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0019439	aromatic compound catabolic process	http://amigo.geneontology.org/amigo/term/GO:0019439	453	59	32.47113379826012	1.81699845673887	5.25662463002341e-6	2.442093881786573e-4	12499;12696;13808;13849;13850;14085;14121;14317;14874;15254;15445;16548;16828;17308;17319;17869;18173;18478;18979;19013;21991;22687;22695;27756;50721;50783;51810;52830;56720;59092;66194;67724;68209;68544;69537;69724;70044;70266;70789;73158;75894;76974;99586;103850;107747;109075;110385;110391;192160;214290;214627;230163;230753;234069;234724;320720;353190;394432;791260	Ftcd;Tat;Pon1;Lsm2;Qdpr;Dnase1l1;Pah;Hint1;Mgat1;Gstz1;Entpd5;Ephx2;Pop1;Myc;Ppara;Pycrl;Tpi1;Pcbp4;Rnaseh2c;Urah;Slc11a1;Kynu;Fastkd1;Adal;Tdo2;Aldob;Pnrc2;Khk;Hpd;Aldh1l1;Fah;Pde4c;Lsm4;Zpr1;Nt5m;Mif;Dpyd;Exosc4;Sirt6;Tut7;Tent4b;Larp1;Pcid2;Ephx1;Edc3;Hnrnpu;Kyat1;Trir;Thrap3;Zfp36;Cirbp;Rnaseh2a;Eno3;Ldha;Fbp1;Tut1;Tomt;Casc3;Ugt1a7c
GO:0006631	fatty acid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006631	372	51	26.665037026385793	1.9126168829067849	5.413508604945605e-6	2.442093881786573e-4	11430;11652;11807;11808;11812;12189;12894;13101;13105;13106;13850;14080;14979;15378;16367;16922;17319;18627;18984;19013;19299;21391;21405;23945;26458;26459;52430;56448;56615;56794;57874;66113;66887;67460;67800;68801;72674;72999;74156;75387;76279;93732;96979;102247;111175;212980;224530;232078;235623;380997;545123	Insig2;Akt2;Por;Apoa2;Mgst1;Brca1;Hnf4a;Acox1;Acot12;Acox2;Hacl1;Ephx2;Ppara;Cyp2d26;Cpt1a;Cyp2e1;Pecr;Slc45a3;Adipor1;Phyh;Ptges2;Slc27a2;Abcd3;Decr1;Echdc2;Sirt4;Hnf1a;Tbxas1;Slc27a5;Dgat2;Gpat4;Apoa5;Apoa4;Elovl5;Scap;Mgll;Mif;Hacd3;Apoc1;Lonp2;Fabp1;Thnsl2;Per2;Irs1;Cyp2d22;Acat3;Cyp2d11;Cyp2d9;H2-Ke6;Cyp2d10;Cyp2d12
GO:0006790	sulfur compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006790	275	40	19.712056941548635	2.0292149174797123	1.3806423890261321e-5	5.88615990867436e-4	11720;12116;14431;14630;14782;14869;14870;14871;14874;15360;15378;20280;20683;20850;20851;22022;26363;30956;54710;55951;56451;56615;56720;57320;64918;67800;67873;68801;70456;70789;71797;74008;74156;75475;78797;83429;102247;103140;104923;246221	Sp1;Gstt1;Gstt3;Stat5a;Mri1;Ctns;Ndor1;Mgst1;Hnf4a;Gamt;Arsg;Adi1;Stat5b;Gstz1;Acot12;Btd;Oplah;Mpc1;Mpc2;Kynu;Hmgcs2;Tdo2;Gclm;Scp2;Park7;Tpst2;Aass;Dgat2;Gpat4;Gsr;Elovl5;Mat1a;Gstp2;Bhmt2;Suclg1;Chst13;Gstp1;Hs3st3b1;Mpst;Bhmt
GO:0010876	lipid localization	http://amigo.geneontology.org/amigo/term/GO:0010876	375	50	26.88007764756632	1.8601136743564028	1.4497930809542758e-5	5.88615990867436e-4	11425;11607;11652;11806;11807;11808;11812;11814;11816;12492;12944;12953;13660;14080;14421;16816;16971;17319;17777;17842;17846;18035;18391;18830;18979;19013;19299;19679;20280;20493;20850;20851;21405;24059;26458;26459;27404;27410;50500;56018;58887;65970;66113;66508;66592;66853;67800;76408;103161;216871	Pon1;Apoe;Stat5a;Akt2;Apoa2;B4galnt1;Pltp;Abca8b;Abcc3;Stat5b;Nfkbia;Slc10a1;Ppara;Lima1;Abca3;Ehd1;Pnpla2;Slc27a2;Abcd3;Mttp;Stoml2;Scp2;Pitpnm2;Scarb2;Hnf1a;Slc27a5;Stard10;Dgat2;Lamtor1;Apoa5;Apoa4;Apoc3;Apoa1;Slco2a1;Mif;Lcat;Sigmar1;Crp;Lrp1;Apoc1;Gltpd2;Apof;Agtr1a;Commd1;Repin1;Fabp1;Mup3;Cry2;Ttpa;Apoc4
GO:0006575	cellular modified amino acid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006575	161	27	11.540513336688475	2.339583969299202	2.820700788896957e-5	0.0010906709717068233	12116;12894;14287;14317;14431;14630;14782;14869;14870;14871;14874;15451;18453;18984;19014;20425;56615;57320;64918;67873;70266;75475;83429;103140;107747;109900;112406	Ftcd;Hpn;Gstt1;Gstt3;Mri1;Por;Ctns;Mgst1;Fpgs;Med1;Gamt;Shmt1;Gstz1;Oplah;Cpt1a;P4hb;Asl;Gclm;Park7;Aldh1l1;Gsr;Gstp2;Kyat1;Bhmt2;Egln2;Gstp1;Bhmt
GO:0005996	monosaccharide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0005996	253	36	18.135092386224745	1.985101549708414	5.8706616627768327e-5	0.0021576883529854205	11652;12894;14121;14527;15378;16010;16367;16548;16828;16973;17691;17842;17869;18627;19013;20322;20411;20869;21991;58810;59090;67078;67800;68734;71755;72674;74343;94284;110524;212980;217166;230163;231103;231691;394432;394435	Stk11;Akt2;Dgkq;Dhdh;Igfbp4;Hnf4a;Nr1d1;Myc;Ppara;Tpi1;Sik1;Cpt1a;Lrp5;Sorbs1;Gcgr;Slc45a3;Adipor1;Sord;Crtc2;Aldob;Akr1a1;Khk;Sds;Dgat2;Midn;Ppp4r3a;Pgp;Ugt1a6a;Per2;Irs1;Gckr;Ldha;Mup3;Fbp1;Ugt1a7c;Ugt1a6b
GO:0072521	purine-containing compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:0072521	481	58	34.47817959594507	1.6822233853327133	6.160711738634195e-5	0.0021576883529854205	11814;11848;11931;11946;11947;11951;11958;12048;12499;13808;13836;14121;14431;14923;15254;15360;15378;16548;16828;17319;17869;17995;19013;20280;20425;20930;21991;30956;50721;55951;56451;56720;57320;57423;66416;66445;66592;67800;67873;68550;68801;70456;70789;71679;71743;74156;75894;76974;83429;99586;102247;107197;110385;117591;230163;231103;270166;331623	Coasy;Mri1;Slc2a9;Ctns;Atp5g1;Epha2;Bcl2l1;Rhoa;Clpx;Surf1;Hnf4a;Gamt;Hint1;Guk1;Shmt1;Entpd5;Acot12;Myc;Ppara;Cyc1;Tpi1;Mpc1;Atp5b;Atp5a1;Urah;Mpc2;Atp1b1;Kynu;Adal;Hmgcs2;Tdo2;Aldob;Stoml2;Scp2;Park7;Khk;Aass;Dgat2;Gpat4;Pde4c;Apoc3;Elovl5;Mif;Dpyd;Atp5h;Sirt6;Ndufv1;Bend3;Atp5j2;Ndufa7;Tefm;Atp5k;Suclg1;Gckr;Eno3;Ldha;Fbp1;Uqcc3
GO:0043648	dicarboxylic acid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0043648	99	19	7.096340498957509	2.677436349452398	6.642103732268367e-5	0.0021576883529854205	14194;14287;14317;14630;14718;16922;20425;56189;56451;67680;70789;76238;107747;108682;109900;212647;216456;229905;234724	Ftcd;Tat;Fpgs;Sdhb;Shmt1;Got1;Asl;Fh1;Phyh;Kynu;Gclm;Aldh4a1;Aldh1l1;Gpt2;Grhpr;Prodh2;Kyat3;Gls2;Suclg1
GO:0097006	regulation of plasma lipoprotein particle levels	http://amigo.geneontology.org/amigo/term/GO:0097006	60	14	4.300812423610612	3.2551989301237043	6.643129165595507e-5	0.0021576883529854205	11806;11807;11808;11812;11814;11816;12944;13660;16816;17777;17846;18830;66113;67800	Apoe;Apoa2;Pltp;Ehd1;Mttp;Dgat2;Apoa5;Apoa4;Apoc3;Apoa1;Lcat;Crp;Apoc1;Commd1
GO:0006109	regulation of carbohydrate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006109	173	27	12.400675821410596	2.177300688191743	1.016052488123087e-4	0.0031732100782921025	11652;12492;12499;14121;14527;15378;15483;16010;16367;16548;17319;17691;17842;17869;19013;20411;20869;50721;59090;67078;67800;68734;72674;110524;212980;217166;231103	Stk11;Akt2;Dgkq;Hsd11b1;Igfbp4;Hnf4a;Nr1d1;Entpd5;Myc;Ppara;Sik1;Sorbs1;Gcgr;Slc45a3;Adipor1;Khk;Scarb2;Dgat2;Mif;Sirt6;Midn;Ppp4r3a;Pgp;Irs1;Gckr;Mup3;Fbp1
GO:0015711	organic anion transport	http://amigo.geneontology.org/amigo/term/GO:0015711	428	52	30.679128621755694	1.6949633948574698	1.2083508210225524e-4	0.0036340032098900465	11539;11652;11806;11807;11808;11812;11816;11988;12492;14080;14385;14412;17319;17777;17869;18173;18408;18627;18830;19299;19679;20280;20493;21405;24059;26458;26459;27376;55951;56018;58887;66113;67863;68267;69309;69354;70456;72401;72472;73836;76257;76408;83429;100561;104681;117591;216867;216871;231549;231583;240638;241296	Apoe;Akt2;Slc2a9;Apoa2;Ctns;Lrrc8a;Slc16a12;Slc38a3;Slc25a11;Pltp;Slc25a22;Slc16a10;Abcc3;Slc10a1;Myc;Slc38a4;Mpc1;Slc25a10;Slc11a1;Mpc2;Slc43a1;Slc27a2;Abcd3;Mttp;Scp2;Pitpnm2;Slc15a4;Scarb2;Hnf1a;Slc6a13;Slc27a5;Stard10;Slc25a15;Slc7a2;Apoa5;Apoa4;Apoa1;Slc37a4;Slco2a1;Mif;Slc35b2;Apoc1;Slc16a11;Slc16a6;Adora1;Slc16a13;Lrrc8d;Gltpd2;Slc26a1;Repin1;Fabp1;Per2
GO:0034367	protein-containing complex remodeling	http://amigo.geneontology.org/amigo/term/GO:0034367	23	8	1.6486447623840679	4.8524704548427895	1.256788159041955e-4	0.0036446856612216694	11806;11807;11808;11812;11816;16816;18830;66113	Apoe;Apoa2;Pltp;Apoa5;Apoa4;Apoa1;Lcat;Apoc1
GO:0030522	intracellular receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0030522	218	31	15.626285139118556	1.9838368315957047	1.8918002535717182e-4	0.005297040710000811	11819;11848;12189;12355;12953;13163;14106;15375;15378;18035;18171;18626;18712;19013;19014;19411;19697;20148;20181;20182;21815;22196;26424;56018;57320;67278;67664;69188;93760;228607;230753	Rarg;Daxx;Nr1i3;Rhoa;Arid1a;Ube2i;Rxra;Brca1;Hnf4a;Med1;Per1;Nfkbia;Ppara;Nr1i2;Pim1;Rela;Nr5a2;Park7;Kmt2e;Nr2f2;Pagr1a;Stard10;Rnf125;Foxh1;Foxa1;Mavs;Rxrb;Thrap3;Tgif1;Dhrs3;Cry2
GO:0019693	ribose phosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0019693	443	52	31.75433172765835	1.6375718577855463	2.851383296540444e-4	0.007717744122636135	11814;11848;11931;11946;11947;11951;11958;12048;12499;13808;13836;14121;14923;15254;15360;15378;15483;16548;16828;17319;17869;17995;19013;20280;20930;21991;30956;50721;55951;56451;56720;57320;57423;66416;66445;66592;67800;68550;68801;70456;70789;71679;71743;74156;74637;83429;102247;107197;110385;230163;270166;331623	Coasy;Ctns;Shpk;Atp5g1;Epha2;Bcl2l1;Rhoa;Clpx;Surf1;Hsd11b1;Hnf4a;Hint1;Guk1;Entpd5;Acot12;Myc;Ppara;Cyc1;Tpi1;Mpc1;Atp5b;Atp5a1;Mpc2;Atp1b1;Kynu;Hmgcs2;Tdo2;Aldob;Stoml2;Scp2;Park7;Khk;Aass;Dgat2;Gpat4;Pde4c;Apoc3;Elovl5;Mif;Atp5h;Sirt6;Ndufv1;Bend3;Atp5j2;Ndufa7;Tefm;Atp5k;Suclg1;Eno3;Ldha;Fbp1;Uqcc3
