geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0010876	lipid localization	http://amigo.geneontology.org/amigo/term/GO:0010876	375	60	31.35559709540585	1.9135339638865005	6.97791477710652e-7	5.150969817282267e-5	11425;11520;11652;11806;11807;11808;11812;11814;11816;12780;12944;12953;13660;14080;14421;16816;16835;16971;17319;17777;18145;18391;18670;18830;18979;19013;19299;19679;20280;20493;20850;20851;22259;26458;26459;27404;50500;53357;54667;54670;55938;56018;58887;64008;65970;66113;66508;66592;66853;66968;67800;68505;71764;74114;75761;76408;103161;216871;223672;223920	Nr1h3;Pon1;Apoe;Crot;Stat5a;Akt2;Apoa2;B4galnt1;Apol7a;Plin5;Pltp;Abca8b;Abcc3;Stat5b;Slc10a1;Ppara;Lima1;Soat2;Apom;Npc1;Ehd1;Vps51;Abcc2;Pnpla2;Slc27a2;Abcd3;Mttp;Stoml2;Plin2;Scp2;Pitpnm2;Slc27a5;Stard10;Dgat2;Lamtor1;Apoa5;Apoa4;Apoc3;Apoa1;C2cd2l;Ldlr;Aqp9;Mif;Lcat;Sigmar1;Crp;Atp8b1;Lrp1;Apoc1;Abcb4;Pla2g6;Gltpd2;Apof;Repin1;Fabp1;Apol9a;Atp8b2;Cry2;Ttpa;Apoc4
GO:0055088	lipid homeostasis	http://amigo.geneontology.org/amigo/term/GO:0055088	130	29	10.869940326407361	2.6679079304186786	7.871194693809258e-7	5.326175076144265e-5	11425;11430;11806;11807;11808;11814;11816;11890;12606;13660;13850;14385;15378;16816;16835;17777;18145;18670;22259;22433;26424;65970;66113;66508;66853;67800;217166;223920;624219	Nr1h3;Apoe;Apoa2;Hnf4a;Xbp1;Acox1;Nr1d1;Ephx2;Lima1;Soat2;Npc1;Ehd1;Pnpla2;Nr5a2;Mttp;Dgat2;Lamtor1;Apoa5;Apoa4;Apoc3;Apoa1;Slc37a4;Ldlr;Cebpa;Lcat;Asgr2;Abcb4;Angptl8;Apoc4
GO:0046486	glycerolipid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046486	323	53	27.007620964842907	1.9624090573913413	1.4262285026322985e-6	8.908442647210972e-5	11727;11806;11807;11808;11812;11814;11816;12359;12702;12894;13106;13982;14385;16195;16816;16835;17691;17777;18606;18618;18709;18717;18979;22259;23945;26459;28042;53357;54673;55979;66113;66461;66592;66853;66968;67078;67181;67512;67800;68671;72999;74450;76500;77583;99712;103161;110911;170749;212862;219024;225049;230801;232086	Pemt;Nr1h3;Pon1;Apoe;Insig2;Apoa2;Plin5;Mtmr4;Ctdnep1;Esr1;Il6st;Enpp2;Sik1;Cpt1a;Pcyt2;Cyp2e1;Pnpla2;Agpat2;Cat;Mttp;Stoml2;Slc27a5;Dgat2;Pik3r2;Apoa5;Apoa4;Apoc3;Apoa1;Slc37a4;Ldlr;Ip6k2;Mgll;Agpat1;Pip5k1c;Lcat;Pip4p1;Ttc7;Sh3glb1;Pank2;Apoc1;Cept1;Pla2g6;Notum;Pigv;Pgp;Apof;Socs3;Tmem150a;Cds2;Chpt1;Ptpmt1;Ang;Selenoi
GO:0006638	neutral lipid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006638	121	27	10.117405996117622	2.668668234759066	1.8627249713798477e-6	1.0803804834003117e-4	11727;11806;11807;11808;11812;11814;11816;12359;12894;13106;13982;14385;16195;16835;17691;17777;22259;23945;26459;66113;66853;66968;67181;67800;72999;74450;103161	Nr1h3;Apoe;Insig2;Apoa2;Plin5;Ctdnep1;Esr1;Il6st;Sik1;Cpt1a;Cyp2e1;Pnpla2;Cat;Mttp;Slc27a5;Dgat2;Apoa5;Apoa4;Apoc3;Apoa1;Slc37a4;Ldlr;Mgll;Pank2;Apoc1;Apof;Ang
GO:0016053	organic acid biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0016053	349	55	29.18160903012438	1.8847487108480931	3.2537136726018545e-6	1.761343668101804e-4	11674;11808;11812;12012;12036;12189;12411;12499;13076;13808;14287;14431;14645;15378;15586;16000;16548;16828;17001;17319;19013;19299;20425;20768;21391;21991;22259;23945;26433;26458;26459;54326;56615;57320;57874;64918;66113;66194;68801;71147;72999;74156;96979;100678;107766;111175;212980;216456;217166;226144;230163;231691;232078;235623;328035	Haao;Nr1h3;Insig2;Plod3;Mgst1;Fpgs;Hyal1;Brca1;Hnf4a;Igf1;Gamt;Ltc4s;Shmt1;Nr1d1;Entpd5;Elovl2;Acot12;Oxsm;Ppara;Pycrl;Tpi1;Cbs;Erlin1;Pecr;Slc45a3;Glul;Ptges2;Slc27a2;Abcd3;Aldob;Park7;Khk;Psph;Sds;Tbxas1;Slc27a5;Aldoa;Bcat2;Apoa5;Apoa4;Cyp1a1;Elovl5;Scap;Mgll;Mif;Hacd3;Baat;Apoc1;Bhmt2;Gls2;Fads6;Sephs2;Thnsl2;Eno3;Ldha
GO:0030522	intracellular receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0030522	218	38	18.22805377812927	2.0846986991882748	1.0618266153450406e-5	5.388770072876081e-4	11622;11819;11848;12189;12355;12953;13163;13982;14106;15378;15502;16000;18626;18712;19013;19014;19411;19697;20148;20181;21815;22196;22259;22378;26424;56018;57320;66663;66968;67278;67664;72461;80912;211550;228607;230073;328572;432940	Rarg;Nr1h3;Daxx;Nr1i3;Rhoa;Plin5;Ube2i;Rxra;Brca1;Hnf4a;Med1;Ahr;Esr1;Igf1;Per1;Ppara;Pim1;Rela;Nr5a2;Dnaja1;Pum1;Park7;Nr2f2;Pagr1a;Stard10;Uba5;Rnf125;Foxh1;Wbp2;Mavs;Ddx58;Otulin;Tifa;Tgif1;Ep300;Prcp;Dhrs3;Cry2
GO:0061008	hepaticobiliary system development	http://amigo.geneontology.org/amigo/term/GO:0061008	166	31	13.880077647566324	2.2334169006205387	1.6859123335821735e-5	7.773185234909195e-4	11429;11622;11639;11692;12012;12606;12737;13001;13076;13170;13849;14055;14465;15216;15284;15378;15379;17158;18128;19014;19123;19697;20687;20851;22433;53817;108961;207607;225631;246221;545622	Gata6;Hfe;Ezh1;Hnf4a;Med1;Ahr;Ddx39b;Xbp1;Stat5b;Aco2;Cldn1;Man2a1;Proc;Csnk2b;Rela;Notch1;Sp3;Ak4;Cyp1a1;Cebpa;Ptpn3;Ephx1;Hlx;Baat;Ccdc40;Gfer;Onecut1;Onecut2;E2f8;Dbp;Mpst
GO:0061919	process utilizing autophagic mechanism	http://amigo.geneontology.org/amigo/term/GO:0061919	360	54	30.101373211589618	1.7939380911435943	1.7231198796596736e-5	7.773185234909195e-4	11596;12122;12176;13198;15944;16784;17966;18145;18412;18709;20869;22224;22241;22433;27060;29869;54197;54673;56048;56486;56631;57320;66437;67006;67171;67773;68118;68350;68505;68728;69635;72244;73683;74140;74159;76308;78246;80888;93679;101613;106759;110147;110213;171543;192652;213393;217695;232086;232146;233204;235040;245860;332110;641340	Tcirg1;Tm9sf1;Atg4d;Stk11;Bid;Ulk2;Ehmt2;Ager;Rnf5;Sqstm1;Lamp2;Nbr1;Gabarap;Phf23;Fis1;Xbp1;Dapk1;Tmbim6;Npc1;Vps51;Rab1b;Trim8;Ddit3;Acbd5;Dram2;Cisd2;Park7;Ulk1;Kat8;Usp10;Pik3r2;Atg9a;Eva1a;Trim17;Sh3glb1;Atg101;Trp53inp2;Tbc1d17;Nlrp6;Bmf;Mul1;Hspb8;Zfyve1;Wdr81;Irgm1;Ticam1;Atg16l2;Depp1;1600014C10Rik;Tmem150a;Lgals8;Mapk15;Nrbf2;Bnip3
GO:0072376	protein activation cascade	http://amigo.geneontology.org/amigo/term/GO:0072376	60	16	5.016895535264936	3.1892232731441674	2.2579112799236967e-5	9.167119796490208e-4	11537;11905;12258;12263;12628;12630;12944;17174;17175;17194;20219;72461;78388;98870;99571;232371	Masp1;Serping1;C2;Cfh;Apcs;Serpinc1;Masp2;Mvp;Fgg;AI182371;Mbl1;Crp;C1rl;Cfi;Prcp;Cfd
GO:0097006	regulation of plasma lipoprotein particle levels	http://amigo.geneontology.org/amigo/term/GO:0097006	60	16	5.016895535264936	3.1892232731441674	2.2579112799236967e-5	9.167119796490208e-4	11806;11807;11808;11812;11814;11816;12944;13660;16816;16835;17777;18830;55938;66113;67800;223920	Apoe;Apoa2;Pltp;Soat2;Apom;Ehd1;Mttp;Dgat2;Apoa5;Apoa4;Apoc3;Apoa1;Ldlr;Lcat;Crp;Apoc1
GO:0006790	sulfur compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006790	275	43	22.994104536630957	1.8700445556163527	4.546861850451833e-5	0.001758119915508042	11720;12012;12411;12780;14431;14600;14630;14782;14859;14869;14870;14871;14874;15360;15378;18618;20280;20850;20851;20917;22022;26363;55951;56451;56615;56720;57320;59010;64918;66881;67800;68263;68396;68801;70456;71147;74156;103140;105663;235339;246221;270076;625249	Dlat;Pemt;Gstt1;Gstt3;Gcdh;Stat5a;Sqor;Mgst1;Hnf4a;Gamt;Stat5b;Gstz1;Acot12;Pdhb;Oxsm;Btd;Mpc1;Cbs;Abcc2;Gsta3;Mpc2;Hmgcs2;Tdo2;Gclm;Scp2;Park7;Tpst2;Pcyox1;Nat8;Dgat2;Gsr;Elovl5;Mat1a;Gstp2;Baat;Bhmt2;Thtpa;Suclg1;Ghr;Gstp1;Suclg2;Mpst;Gpx4
GO:0034367	protein-containing complex remodeling	http://amigo.geneontology.org/amigo/term/GO:0034367	23	9	1.9231432885182256	4.679838498635463	5.3812256820218174e-5	0.0019861614790007798	11806;11807;11808;11812;11816;16816;18830;55938;66113	Apoe;Apoa2;Pltp;Apom;Apoa5;Apoa4;Apoa1;Lcat;Apoc1
GO:0062012	regulation of small molecule metabolic process	http://amigo.geneontology.org/amigo/term/GO:0062012	331	49	27.6765403695449	1.7704524967983104	5.882317595529152e-5	0.0020767138641607265	11652;11808;11812;11814;11816;11848;12015;12189;12499;12894;13850;14080;14527;15376;15378;15483;16000;16367;16548;16835;17319;17691;18984;19013;19045;20280;20411;20869;22259;54219;57320;59090;66113;66887;66968;67078;67800;67815;68801;69181;72674;72999;74450;75387;212980;217166;226144;234199;235623	Nr1h3;Cd320;Apoe;Stk11;Sec14l2;Insig2;Akt2;Por;Rhoa;Plin5;Hsd11b1;Brca1;Hnf4a;Igf1;Nr1d1;Entpd5;Ephx2;Ppara;Sik1;Cpt1a;Bad;Sorbs1;Gcgr;Erlin1;Slc45a3;Adipor1;Scp2;Dyrk2;Park7;Khk;Sirt4;Dgat2;Fgl1;Apoa5;Apoa4;Apoc3;Ldlr;Elovl5;Scap;Mif;Midn;Foxa2;Pank2;Ppp1ca;Apoc1;Pgp;Lonp2;Fabp1;Irs1
GO:0005996	monosaccharide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0005996	253	40	21.15457617370048	1.8908438378325105	6.444919652359715e-5	0.0021805311490483703	11652;11674;12015;12352;12894;14527;14595;15376;15378;15379;16000;16367;16548;16828;17158;17691;19013;19045;20411;20869;21991;26384;59090;67078;67800;68263;69064;69181;71755;72674;74343;100198;212980;217166;230163;231691;234199;235339;319625;624219	Dlat;Stk11;Akt2;Dhdh;Hnf4a;Igf1;Nr1d1;Pdhb;Ppara;Tpi1;Sik1;Man2a1;Cpt1a;Bad;Sorbs1;Gcgr;Car5a;Fuom;Slc45a3;Adipor1;Crtc2;Aldob;B4galt1;Dyrk2;H6pd;Khk;Sds;Aldoa;Dgat2;Fgl1;Galm;Midn;Foxa2;Ppp1ca;Onecut1;Pgp;Angptl8;Gnpda1;Irs1;Ldha
GO:0072521	purine-containing compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:0072521	481	65	40.21877920770724	1.6161604424717064	7.176070036862825e-5	0.0023307875479730454	11637;11639;11674;11814;11848;11946;11958;12012;12015;12122;12499;13808;13836;14431;15360;15378;16000;16548;16828;17319;17995;18618;18950;19013;20280;20425;20504;20917;21991;22262;22272;52815;55951;56451;56720;57320;57423;66416;66592;67800;68087;68263;68550;68801;70456;71147;71207;71724;71743;72900;74114;74156;74450;75894;76974;103172;110385;117591;209558;216974;225887;230163;235339;270076;270166	Dlat;Pemt;Coasy;Crot;Gcdh;Bid;Slc2a9;Epha2;Rhoa;Clpx;Hnf4a;Enpp3;Nudt4;Igf1;Gamt;Shmt1;Dcakd;Entpd5;Slc17a1;Acot12;Pdhb;Oxsm;Ppara;Tpi1;Mpc1;Ndufv2;Bad;Atp5a1;Urah;Mpc2;Adal;Hmgcs2;Tdo2;Uox;Aldob;Stoml2;Ak4;Scp2;Ak2;Park7;Khk;Aldoa;Dgat2;Pde4c;Ldhd;Apoc3;Elovl5;Mif;Pank2;Ndufv1;Atp5j2;Baat;Ndufa7;Proca1;Uqcrq;Tefm;Chchd10;Atp5k;Suclg1;Ndufs8;Eno3;Suclg2;Ldha;Aox3;Pnp
GO:0018205	peptidyl-lysine modification	http://amigo.geneontology.org/amigo/term/GO:0018205	345	50	28.847149327773383	1.7332735180131345	8.599177585555395e-5	0.0026855893074888386	12151;12189;12418;14055;14533;16825;18022;18626;18984;19697;20587;21817;21849;22196;22378;22658;26433;57320;59004;64384;66116;66315;67278;67773;67956;68350;68396;68691;68845;72057;73046;74026;74343;74763;75387;75560;76901;77683;77805;80886;81601;110147;208266;224440;224727;225895;229906;269252;328572;330817	Smarcb1;Pih1d1;Taf6l;Plod3;Pias4;Senp3;Por;Trim28;Naa60;Ezh1;Ehmt2;Ube2i;Brca1;Pcgf2;Jade2;Per1;Glrx5;Setd4;Phf10;Esco1;Bag6;Kat5;Rela;Ldb1;Sirt3;Kansl1l;Bmi1;Crtc2;Gtf2b;Park7;Ep400;Sirt4;Nat8;Pagr1a;Kat8;Wbp2;Gtf3c4;Ehmt1;Tgm2;Cbx4;Mul1;Kmt5a;Msl1;Senp7;Ep300;Nat8f1;Nfe2;Dhps;Dot1l;Bloc1s1
GO:2001233	regulation of apoptotic signaling pathway	http://amigo.geneontology.org/amigo/term/GO:2001233	392	55	32.777050830397584	1.678003316545879	9.449312681497624e-5	0.00284179329532447	12015;12122;12151;12176;12189;12684;13144;13163;14373;14451;14630;14678;14870;15502;15587;16000;17000;17319;17428;18453;19045;19367;19697;19941;20439;21672;21944;22334;22433;22658;53357;54673;57320;57913;59004;66437;66461;68349;68350;68845;69260;73699;74126;75712;97998;99571;103172;103844;110157;110213;170770;171543;219158;228355;380705	Mnt;Raf1;Bbc3;Daxx;Pih1d1;Bid;Pias4;Prdx2;Ndufs3;G0s2;Hyal2;Brca1;Pcgf2;Fis1;Igf1;Xbp1;Vdac2;Cideb;Deptor;Tmbim6;Syvn1;Rad9a;Rela;Bad;P4hb;Pidd1;Tmem14a;Bmi1;Gclm;Dnaja1;Park7;Ltbr;Ppp2r1b;Gnai2;Mif;Ccar2;Fgg;Dapk3;Siah2;Sh3glb1;Bmf;Ppp1ca;Madd;Mul1;Pla2g6;Chchd10;Gas1;Inca1;Gstp1;Rpl26;Ing2;Ptpmt1;Bnip3;Tmem102;Tnfsf12
